"SMILES","CASRN","RECORDID","MOLECULEID","EXTERNALID","N","NAME","NAME","INTRODUCER","MODIFIER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","IC group given","Temperature","UNIT {Temperature}","COMMENTS","INCHI_KEY"
"C[C@H](NC(C)=O)C(O)=O","-","R933027","M124383","-","-","N-ACETYL-A-ALANINE","-","Koerner","charochkina","A3555","12767145","-","-","3.71","Log unit","3.71","Log unit","OC(=O)C(NC(=O)C)C","3.33","Log unit","0","3.8892","Log unit","","","-","-","KTHDTJVBEPMMGL-VKHMYHEASA"
"CC(=O)NCCC(O)=O","-","R933028","M72241","-","-","N-ACETYL-B-ALANINE","-","Koerner","charochkina","A3555","12767145","-","-","4.45","Log unit","4.45","Log unit","OC(=O)CCNC(=O)C","3.75","Log unit","0","4.3424","Log unit","","","-","-","LJLLAWRMBZNPMO-UHFFFAOYSA"
"CC(=O)NCC(O)=O","-","R933029","M21526","-","-","N-ACETYLGLYCINE","-","Koerner","charochkina","A3555","12767145","-","-","3.67","Log unit","3.67","Log unit","OC(=O)CNC(=O)C","3.31","Log unit","0","3.7725","Log unit","","","-","-","OKJIRPAQVSHGFK-UHFFFAOYSA"
"C[C@H](N)C(=O)NCC(O)=O","-","R933030","M124384","-","-","N-ALANYLGLYCINE1","-","Koerner","charochkina","A3555","12767145","-","-","3.11","Log unit","3.11","Log unit","OC(=O)CNC(=O)C(N)C","2.97","Log unit","0","3.6594","Log unit","","","-","-","CXISPYVYMQWFLE-VKHMYHEASA"
"CCCCNCC(O)=O","-","R933031","M124385","-","-","N-BUTYLGLYCINE1","-","Koerner","charochkina","A3555","12767145","-","-","2.35","Log unit","2.35","Log unit","OC(=O)CNCCCC","2.31","Log unit","0","2.3884","Log unit","","","-","-","RRWZZMHRVSMLCT-UHFFFAOYSA"
"CCNC(=O)CS","-","R933032","M124386","-","-","N-ETHYLMERCAPTOACETAMIDE","-","Koerner","charochkina","A3555","12767145","-","-","8.14","Log unit","8.14","Log unit","SCC(=O)NCC","8.53","Log unit","0","9.4505","Log unit","","","-","-","SBGGZIBNXNOCEV-UHFFFAOYSA"
"OC(=O)CNC=O","-","R933033","M26971","-","-","N-Formylglycine","-","Koerner","charochkina","A3555","12767145","-","-","3.43","Log unit","3.43","Log unit","OC(=O)CNC=O","3.31","Log unit","0","3.5596","Log unit","","","-","-","UGJBHEZMOKVTIM-UHFFFAOYSA"
"C[C@H](N)C(=O)N[C@@H](C)C(O)=O","-","R933034","M70446","-","-","N-L-ALANYL-D-ALANINE1","-","Koerner","charochkina","A3555","12767145","-","-","3.12","Log unit","3.12","Log unit","OC(=O)C(NC(=O)C(N)C)C","2.99","Log unit","0","3.7263","Log unit","","","-","-","DEFJQIDDEAULHB-IMJSIDKUSA"
"CN(CC(O)=O)CC(O)=O","-","R933035","M74200","-","-","N-METHYLIMINODIACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.15","Log unit","2.15","Log unit","OC(=O)CN(CC(=O)O)C","1.56","Log unit","0","2.3432","Log unit","","","-","-","XWSGEVNYFYKXCP-UHFFFAOYSA"
"OC(=O)CN(=O)=O","-","R933036","M124387","-","-","NITROACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","1.68","Log unit","1.68","Log unit","OC(=O)CN(=O)=O","2.18","Log unit","0","2.5962","Log unit","","","-","-","RGHXWDVNBYKJQH-UHFFFAOYSA"
"CCN(=O)=O","-","R933037","M6653","-","-","Nitroethane","-","Koerner","charochkina","A3555","12767145","-","-","8.57","Log unit","8.57","Log unit","C(C)N(=O)=O","8.71","Log unit","0","8.7005","Log unit","","","-","-","MCSAJNNLRCFZED-UHFFFAOYSA"
"CN(=O)=O","-","R933038","M6559","-","-","Nitromethane","-","Koerner","charochkina","A3555","12767145","-","-","9.21","Log unit","9.21","Log unit","CN(=O)=O","8.98","Log unit","0","8.3041","Log unit","","","-","-","LYGJENNIWJXYER-UHFFFAOYSA"
"CCCCCCCCC(O)=O","-","R933039","M2478","-","-","NONANOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.95","Log unit","4.95","Log unit","OC(=O)CCCCCCCC","4.89","Log unit","0","5.2292","Log unit","","","-","-","FBUKVWPVBMHYJY-UHFFFAOYSA"
"OC(=O)COC1=CC=CC=C1C#N","-","R933040","M124388","-","-","O-CYANOPHENOXYACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.98","Log unit","2.98","Log unit","OC(=O)COc1ccccc1C#N","2.92","Log unit","0","2.8361","Log unit","","","-","-","FNJPHLBTJIHHPG-UHFFFAOYSA"
"OC(=O)C1=C(C=CC=C1)C(O)=O","-","R933041","M13075","-","-","O-PHTHALICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.95","Log unit","2.95","Log unit","OC(=O)c1ccccc1C(=O)O","3.51","Log unit","0","2.9412","Log unit","","","-","-","XNGIFLGASWRNHJ-UHFFFAOYSA"
"CC1=CC=CC=C1S","-","R933042","M19469","-","-","o-Thiocresol","-","Koerner","charochkina","A3555","12767145","-","-","6.64","Log unit","6.64","Log unit","Sc1ccccc1C","6.72","Log unit","0","6.7831","Log unit","Thiophenol","","-","-","LXUNZSDDXMPKLP-UHFFFAOYSA"
"CCCCCCCC(O)=O","-","R933043","M12676","-","-","OCTANOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.89","Log unit","4.89","Log unit","OC(=O)CCCCCCC","4.89","Log unit","0","5.193","Log unit","","","-","-","WWZKQHOCKIZLMA-UHFFFAOYSA"
"OC(=O)C(O)=O","-","R933044","M7022","-","-","OXALICACID","-","Koerner","charochkina","A3555","12767145","-","-","1.27","Log unit","1.27","Log unit","OC(=O)C(=O)O","2.43","Log unit","0","1.364","Log unit","","","-","-","MUBZPKHOEPUJKR-UHFFFAOYSA"
"OC(=O)C=O","-","R933045","M19855","-","-","OXOACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.46","Log unit","2.46","Log unit","OC(=O)C=O","3.52","Log unit","0","2.6053","Log unit","","","-","-","HHLFWLYXYJOTON-UHFFFAOYSA"
"OC(=O)COC1=CC=C(C=C1)C#N","-","R933046","M806","-","-","P-CYANOPHENOXYACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.93","Log unit","2.93","Log unit","OC(=O)COc1ccc(cc1)C#N","3.19","Log unit","0","2.8231","Log unit","","","-","-","BJGOCBAHPWALBX-UHFFFAOYSA"
"CC1=CC=C(S)C=C1","-","R933047","M12389","-","-","p-Thiocresol","-","Koerner","charochkina","A3555","12767145","-","-","6.52","Log unit","6.52","Log unit","Sc1ccc(cc1)C","6.72","Log unit","0","6.7758","Log unit","Thiophenol","","-","-","WLHCBQAPPJAULW-UHFFFAOYSA"
"CC1=CC=C(C=C1)[S@@](O)=O","-","R933048","M21399","-","-","P-TOLUENESULFINICACID","-","Koerner","charochkina","A3555","12767145","-","-","1.7","Log unit","1.7","Log unit","OS(=O)c1ccc(cc1)C","1.72","Log unit","0","1.5469","Log unit","","","-","-","FXJVNINSOKCNJP-UHFFFAOYSA"
"OC(=O)CSCCC1=CC=CC=C1","-","R933049","M124389","-","-","PHENETHYLTHIOACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.8","Log unit","3.8","Log unit","OC(=O)CSCCc1ccccc1","3.59","Log unit","0","4.5643","Log unit","","","-","-","KLWBFPUIFBSIJV-UHFFFAOYSA"
"OC1=CC=CC=C1","-","R933050","M4660","-","-","Phenol","-","Koerner","charochkina","A3555","12767145","-","-","9.99","Log unit","9.99","Log unit","Oc1ccccc1","9.78","Log unit","0","10.0162","Log unit","","","-","-","ISWSIDIOOBJBQZ-UHFFFAOYSA"
"OC(=O)COC1=CC=CC=C1","-","R933051","M6066","-","-","PHENOXYACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.17","Log unit","3.17","Log unit","OC(=O)COc1ccccc1","3.19","Log unit","0","3.6972","Log unit","","","-","-","LCPDWSOZIOUXRV-UHFFFAOYSA"
"OC(=O)CC1=CC=CC=C1","-","R933052","M12394","-","-","PHENYLACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.31","Log unit","4.31","Log unit","OC(=O)Cc1ccccc1","4.38","Log unit","0","4.5469","Log unit","","","-","-","WLJVXDMOQOGPHL-UHFFFAOYSA"
"N[C@@H](CC1=CC=CC=C1)C(O)=O","-","R933053","M1524","-","-","PHENYLALANINE1","-","Koerner","charochkina","A3555","12767145","-","-","2.2","Log unit","2.2","Log unit","OC(=O)C(N)Cc1ccccc1","1.93","Log unit","0","2.4692","Log unit","","","-","-","COLNVLDHVKWLRT-QMMMGPOBSA"
"OC(=O)C(C(O)=O)C1=CC=CC=C1","-","R933054","M71597","-","-","PHENYLMALONICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.58","Log unit","2.58","Log unit","OC(=O)C(C(=O)O)c1ccccc1","2.23","Log unit","0","2.4927","Log unit","","","-","-","WWYDYZMNFQIYPT-UHFFFAOYSA"
"SCC1=CC=CC=C1","-","R933055","M18326","-","-","Phenylmethanethiol","-","Koerner","charochkina","A3555","12767145","-","-","10.7","Log unit","10.7","Log unit","SCc1ccccc1","10.47","Log unit","7","9.9312","Log unit","","","-","-","UENWRTRMUIOCKN-UHFFFAOYSA"
"OC(=O)CSC1=CC=CC=C1","-","R933056","M6909","-","-","PHENYLSULFENYLACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.66","Log unit","2.66","Log unit","OC(=O)CSc1ccccc1","3.21","Log unit","0","4.1136","Log unit","","","-","-","MOTOSAGBNXXRRE-UHFFFAOYSA"
"OC(=O)CS(=O)(=O)C1=CC=CC=C1","-","R933057","M124390","-","-","PHENYLSULFONYLACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.44","Log unit","2.44","Log unit","OC(=O)CS(=O)(=O)c1ccccc1","2.12","Log unit","0","2.9547","Log unit","","","-","-","YTEFAALYDTWTLB-UHFFFAOYSA"
"O=C1NC(=O)C2=C1C=CC=C2","-","R933058","M12999","-","-","phthalimide","-","Koerner","charochkina","A3555","12767145","-","-","9.9","Log unit","9.9","Log unit","N1C(=O)c2ccccc2C1=O","9.21","Log unit","0","8.4021","Log unit","","","-","-","XKJCHHZQLQNZHY-UHFFFAOYSA"
"OC(=O)[C@@H]1CCCN1","-","R933059","M8097","-","-","PROLINE1","-","Koerner","charochkina","A3555","12767145","-","-","1.95","Log unit","1.95","Log unit","OC(=O)C1CCCN1","2.38","Log unit","0","1.9407","Log unit","","","-","-","ONIBWKKTOPOVIA-BYPYZUCNSA"
"CCC(O)=O","-","R933060","M12780","-","-","PROPANOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.87","Log unit","4.87","Log unit","OC(=O)CC","4.97","Log unit","0","4.7547","Log unit","","","-","-","XBDQKXXYIPTUBI-UHFFFAOYSA"
"CCCC(C(O)=O)C(O)=O","-","R933061","M22536","-","-","PROPYLMALONICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.97","Log unit","2.97","Log unit","OC(=O)C(C(=O)O)CCC","2.82","Log unit","0","2.4962","Log unit","","","-","-","VQDJODAWOFNASI-UHFFFAOYSA"
"OC(=O)C#C","-","R933062","M11241","-","-","PROPYNOICACID","-","Koerner","charochkina","A3555","12767145","-","-","1.89","Log unit","1.89","Log unit","OC(=O)C#C","2.57","Log unit","0","1.9904","Log unit","","","-","-","UORVCLMRJXCDCP-UHFFFAOYSA"
"OC(=O)N1C=CC=C1","-","R933063","M124391","-","666","PYRROLE-1-CARBOXYLICACID","-","Koerner","charochkina","A3555","12767145","-","666","4.45","Log unit","4.45","Log unit","OC(=O)n1cccc1","4.23","Log unit","0","3.1745","Log unit","","","-","","FDDQRDMHICUGQC-UHFFFAOYSA"
"OC(=O)C1=CC=CN1","-","R933064","M23033","-","-","PYRROLE-2-CARBOXYLICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.45","Log unit","4.45","Log unit","OC(=O)c1[nH]ccc1","4.34","Log unit","0","3.6158","Log unit","","","-","-","WRHZVMBBRYBTKZ-UHFFFAOYSA"
"OC(=O)C1=CNC=C1","-","R933065","M124392","-","-","PYRROLE-3-CARBOXYLICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.45","Log unit","4.45","Log unit","OC(=O)c1cc[nH]c1","4.36","Log unit","0","3.5731","Log unit","","","-","-","DOYOPBSXEIZLRE-UHFFFAOYSA"
"N[C@@H](CO)C(O)=O","-","R933066","M50474","-","-","SERINE1","-","Koerner","charochkina","A3555","12767145","-","-","2.19","Log unit","2.19","Log unit","OC(=O)C(N)CO","2.37","Log unit","0","2.034","Log unit","","","-","-","MTCFGRXMJLQNBG-REOHCLBHSA"
"OC(=O)CCC(O)=O","-","R933067","M5500","-","-","SUCCINICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.21","Log unit","4.21","Log unit","OC(=O)CCC(=O)O","4.21","Log unit","0","3.5542","Log unit","","","-","-","KDYFGRWQOYBRFD-UHFFFAOYSA"
"CC(C)(C(O)=O)C(C)(C)C(O)=O","-","R933068","M22976","-","-","TETRAMETHYLSUCCINICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.5","Log unit","3.5","Log unit","OC(=O)C(C(C(=O)O)(C)C)(C)C","4.24","Log unit","0","4.0463","Log unit","","","-","-","CDPPYCZVWYZBJH-UHFFFAOYSA"
"CC(O)=S","-","R933069","M21054","-","-","THIOACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.33","Log unit","3.33","Log unit","OC(=S)C","3.6","Log unit","0","4.4279","Log unit","","","-","-","DUYAAUVXQSMXQP-UHFFFAOYSA"
"OC(=O)CSC#N","-","R933070","M124394","-","-","THIOCYANATOACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.58","Log unit","2.58","Log unit","OC(=O)CSC#N","2.49","Log unit","0","2.7133","Log unit","","","-","-","WYAUHKUSKIIGEI-UHFFFAOYSA"
"SC1=CC=CC=C1","-","R933071","M9877","-","-","thiophenol","-","Koerner","charochkina","A3555","12767145","-","-","6.5","Log unit","6.5","Log unit","Sc1ccccc1","6.45","Log unit","6","6.6384","Log unit","Thiophenol","","-","-","RMVRSNDYEFQCLF-UHFFFAOYSA"
"CC(=O)C(C(C)=O)C(C)=O","-","R933072","M67798","-","-","Triacetylmethane","-","Koerner","charochkina","A3555","12767145","-","-","5.81","Log unit","5.81","Log unit","C(C(=O)C)(C(=O)C)C(=O)C","8.13","Log unit","0","1.933","Log unit","","","-","-","AUZFRUHVDNDVJI-UHFFFAOYSA"
"C\C(O)=C\CC(O)=O","-","R932873","M124356","-","-","4-HYDROXY-3-PENTENOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.3","Log unit","4.3","Log unit","OC(=O)CC=C(C)O","4.25","Log unit","0","4.4268","Log unit","","","-","-","FZBYZQPNENFBLV-RQOWECAXSA"
"OC1=CC=C(C=C1)C(F)(F)F","-","R932874","M640","-","-","4-HYDROXY-A,A,A-TRIFLUOROTOLUENE","-","Koerner","charochkina","A3555","12767145","-","-","8.68","Log unit","8.68","Log unit","Oc1ccc(cc1)C(F)(F)F","8.65","Log unit","0","9.387","Log unit","","","-","-","BAYGVMXZJBFEMB-UHFFFAOYSA"
"OC1=CC=C(C=O)C=C1","-","R932875","M9708","-","-","4-hydroxybenzaldehyde","-","Koerner","charochkina","A3555","12767145","-","-","7.62","Log unit","7.62","Log unit","Oc1ccc(cc1)C=O","7.83","Log unit","0","7.3207","Log unit","","","-","-","RGHHSNMVTDWUBI-UHFFFAOYSA"
"OC(=O)C1=CC=C(O)C=C1","-","R932876","M2644","-","-","4-HYDROXYBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.58","Log unit","4.58","Log unit","OC(=O)c1ccc(cc1)O","4.61","Log unit","0","4.38","Log unit","","","-","-","FJKROLUGYXJWQN-UHFFFAOYSA"
"OC1=CC=C(C=C1)C#N","-","R932877","M1680","-","-","4-hydroxybenzonitrile","-","Koerner","charochkina","A3555","12767145","-","-","7.95","Log unit","7.95","Log unit","Oc1ccc(cc1)C#N","7.75","Log unit","0","7.815","Log unit","","","-","-","CVNOWLNNPYYEOH-UHFFFAOYSA"
"CC1=CC=C(O)C=C1","-","R932878","M4734","-","-","4-Hydroxytoluene","-","Koerner","charochkina","A3555","12767145","-","-","10.28","Log unit","10.28","Log unit","Oc1ccc(cc1)C","10.04","Log unit","0","10.3573","Log unit","","","-","-","IWDCLRJOBJJRNH-UHFFFAOYSA"
"OC1=C2CCCC2=CC=C1","-","R932879","M69915","-","-","4-Indanol","-","Koerner","charochkina","A3555","12767145","-","-","10.32","Log unit","10.32","Log unit","Oc1cccc2c1CCC2","10.31","Log unit","0","10.3775","Log unit","","","-","-","DPHNJPUOMLRELT-UHFFFAOYSA"
"OC(=O)C1=CC=C(I)C=C1","-","R932880","M3215","-","-","4-IODOBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.0","Log unit","4.0","Log unit","OC(=O)c1ccc(cc1)I","3.89","Log unit","0","4.0451","Log unit","","","-","-","GHICCUXQJBDNRN-UHFFFAOYSA"
"OC1=CC=C(I)C=C1","-","R932881","M11943","-","-","4-Iodophenol","-","Koerner","charochkina","A3555","12767145","-","-","9.2","Log unit","9.2","Log unit","Oc1ccc(cc1)I","9.1","Log unit","0","9.0999","Log unit","","","-","-","VSMDINRNYYEDRN-UHFFFAOYSA"
"OC(=O)COC1=CC=C(I)C=C1","-","R932882","M9806","-","-","4-IODOPHENOXYACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.16","Log unit","3.16","Log unit","OC(=O)COc1ccc(cc1)I","3.19","Log unit","0","2.6507","Log unit","","","-","-","RKORKXFKXYYHAQ-UHFFFAOYSA"
"OC(=O)CC1=CC=C(I)C=C1","-","R932883","M2655","-","-","4-IODOPHENYLACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.18","Log unit","4.18","Log unit","OC(=O)Cc1ccc(cc1)I","4.38","Log unit","0","3.2243","Log unit","","","-","-","FJSHTWVDFAUNCO-UHFFFAOYSA"
"CC(C)C1=CC=C(C=C1)C(O)=O","-","R932884","M21401","-","-","4-ISOPROPYLBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.36","Log unit","4.36","Log unit","OC(=O)c1ccc(cc1)C(C)C","4.34","Log unit","0","4.2346","Log unit","","","-","-","CKMXAIVXVKGGFM-UHFFFAOYSA"
"CC(C)C1=CC=C(CC(O)=O)C=C1","-","R932885","M74307","-","-","4-ISOPROPYLPHENYLACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.39","Log unit","4.39","Log unit","OC(=O)Cc1ccc(cc1)C(C)C","4.38","Log unit","0","4.7969","Log unit","","","-","-","RERBQXVRXYCGLT-UHFFFAOYSA"
"COC1=CC=C(C=C1)C(O)=O","-","R932886","M14072","-","-","4-METHOXYBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.49","Log unit","4.49","Log unit","OC(=O)c1ccc(cc1)OC","4.51","Log unit","0","4.3667","Log unit","","","-","-","ZEYHEAKUIGZSGI-UHFFFAOYSA"
"COC1=CC=C(O)C=C1","-","R932887","M7663","-","-","4-Methoxyphenol","-","Koerner","charochkina","A3555","12767145","-","-","10.2","Log unit","10.2","Log unit","Oc1ccc(cc1)OC","10.1","Log unit","0","9.9405","Log unit","","","-","-","NWVVVBRKAWDGAB-UHFFFAOYSA"
"CC(C)\C=C\C(O)=O","-","R932888","M52698","-","-","4-METHYL-2-PENTENOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.7","Log unit","4.7","Log unit","OC(=O)C=CC(C)C","4.56","Log unit","0","5.1246","Log unit","","","-","-","QAOXMQCWUWZZNC-ONEGZZNKSA"
"CC(C)=CCC(O)=O","-","R932889","M110750","-","-","4-METHYL-3-PENTENOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.6","Log unit","4.6","Log unit","OC(=O)CC=C(C)C","4.79","Log unit","0","4.9275","Log unit","","","-","-","CQJHAULYLJXJNL-UHFFFAOYSA"
"CC1=CC=C(C=C1)C(O)=O","-","R932890","M6364","-","-","4-METHYLBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.36","Log unit","4.36","Log unit","OC(=O)c1ccc(cc1)C","4.4","Log unit","0","4.2644","Log unit","","","-","-","LPNBBFKOUUSUDB-UHFFFAOYSA"
"COC(=O)C1=CC=C(O)C=C1","-","R932891","M6532","-","-","4-METHYLCARBOXYLPHENOL","-","Koerner","charochkina","A3555","12767145","-","-","8.47","Log unit","8.47","Log unit","Oc1ccc(cc1)C(=O)OC","8.72","Log unit","0","8.5031","Log unit","","","-","-","LXCFILQKKLGQFO-UHFFFAOYSA"
"CC(C)CCC(O)=O","-","R932892","M2580","-","-","4-METHYLPENTANOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.84","Log unit","4.84","Log unit","OC(=O)CCC(C)C","4.98","Log unit","5","5.0901","Log unit","","","-","-","FGKJLKRYENPLQH-UHFFFAOYSA"
"CC1=CC(O)=CC(C)=C1S(C)(=O)=O","-","R932893","M124357","-","-","4-METHYLSULFONYL-3,5-DIMETHYLPHENOL","-","Koerner","charochkina","A3555","12767145","-","-","8.13","Log unit","8.13","Log unit","Oc1cc(c(c(c1)C)S(=O)(=O)C)C","8.27","Log unit","0","7.8359","Log unit","","","-","-","GRBGKIGVRUXTSK-UHFFFAOYSA"
"CS(=O)(=O)C1=CC=C(C=C1)C(O)=O","-","R932894","M196","-","-","4-METHYLSULFONYLBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.64","Log unit","3.64","Log unit","OC(=O)c1ccc(cc1)S(=O)(=O)C","3.67","Log unit","0","3.5495","Log unit","","","-","-","AJBWNNKDUMXZLM-UHFFFAOYSA"
"CS(=O)(=O)C1=CC=C(O)C=C1","-","R932895","M124358","-","-","4-METHYLSULFONYLPHENOL","-","Koerner","charochkina","A3555","12767145","-","-","7.83","Log unit","7.83","Log unit","Oc1ccc(cc1)S(=O)(=O)C","7.85","Log unit","0","7.5793","Log unit","","","-","-","KECCFSZFXLAGJS-UHFFFAOYSA"
"OC(=O)C1=CC=C(C=C1)N(=O)=O","-","R932896","M8250","-","-","4-NITROBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.44","Log unit","3.44","Log unit","OC(=O)c1ccc(cc1)N(=O)=O","3.44","Log unit","0","3.4587","Log unit","","","-","-","OTLNPYWUJOZPPA-UHFFFAOYSA"
"OC(=O)\C=C\C1=CC=C(C=C1)N(=O)=O","-","R932897","M51223","-","-","4-NITROCINNAMICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.05","Log unit","4.05","Log unit","OC(=O)C=Cc1ccc(cc1)N(=O)=O","4.06","Log unit","0","3.1428","Log unit","","","-","-","XMMRNCHTDONGRJ-ZZXKWVIFSA"
"OC1=CC=C(C=C1)N(=O)=O","-","R932898","M1034","-","-","4-nitrophenol","-","Koerner","charochkina","A3555","12767145","-","-","7.15","Log unit","7.15","Log unit","Oc1ccc(cc1)N(=O)=O","7.17","Log unit","0","7.0354","Log unit","","","-","-","BTJIUGUIPKRLHP-UHFFFAOYSA"
"OC(=O)CC1=CC=C(C=C1)N(=O)=O","-","R932899","M13397","-","-","4-NITROPHENYLACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.85","Log unit","3.85","Log unit","OC(=O)Cc1ccc(cc1)N(=O)=O","4.38","Log unit","0","3.0676","Log unit","","","-","-","YBADLXQNJCMBKR-UHFFFAOYSA"
"OC1=CC=C(C=C1)N=O","-","R932900","M5245","-","-","4-nitrosophenol","-","Koerner","charochkina","A3555","12767145","-","-","6.48","Log unit","6.48","Log unit","Oc1ccc(cc1)N=O","6.57","Log unit","0","8.359","Log unit","","","-","-","JSTCPNFNKICNNO-UHFFFAOYSA"
"CC(=O)CCC(O)=O","-","R932901","M19168","-","-","4-OXOPENTANOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.59","Log unit","4.59","Log unit","OC(=O)CCC(=O)C","4.75","Log unit","0","4.3216","Log unit","","","-","-","JOOXCMJARBKPKM-UHFFFAOYSA"
"OC(=O)CCC=C","-","R932902","M22054","-","-","4-PENTENOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.68","Log unit","4.68","Log unit","OC(=O)CCC=C","4.83","Log unit","0","4.8873","Log unit","","","-","-","HVAMZGADVCBITI-UHFFFAOYSA"
"OC(=O)C1=CC=C(OC2=CC=CC=C2)C=C1","-","R932903","M10142","-","-","4-PHENOXYBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.52","Log unit","4.52","Log unit","OC(=O)c1ccc(cc1)Oc1ccccc1","4.18","Log unit","0","4.2988","Log unit","","","-","-","RYAQFHLUEMJOMF-UHFFFAOYSA"
"OC(=O)CCCC1=CC=CC=C1","-","R932904","M7770","-","-","4-PHENYLBUTANOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.76","Log unit","4.76","Log unit","OC(=O)CCCc1ccccc1","4.67","Log unit","0","4.8094","Log unit","","","-","-","OBKXEAXTFZPCHS-UHFFFAOYSA"
"OC1=CC=C(C=C1)C1=CC=CC=C1","-","R932905","M13909","-","-","4-Phenylphenol","-","Koerner","charochkina","A3555","12767145","-","-","9.55","Log unit","9.55","Log unit","Oc1ccc(cc1)c1ccccc1","10.38","Log unit","0","9.8921","Log unit","","","-","-","YXVFYQXJAXKLAK-UHFFFAOYSA"
"NS(=O)(=O)C1=CC=C(C=C1)C(O)=O","-","R932906","M19489","-","-","4-SULFAMYLBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.47","Log unit","3.47","Log unit","OC(=O)c1ccc(cc1)S(=O)(=O)N","3.5","Log unit","0","3.5439","Log unit","","","-","-","UCAGLBKTLXCODC-UHFFFAOYSA"
"OC1=CC=C(C=C1)S(O)(=O)=O","-","R932907","M18255","-","-","4-SULFOPHENOL2","-","Koerner","charochkina","A3555","12767145","-","-","8.7","Log unit","8.7","Log unit","Oc1ccc(cc1)S(=O)(=O)O","8.64","Log unit","0","8.8745","Log unit","","","-","-","FEPBITJSIHRMRT-UHFFFAOYSA"
"CC(C)(C)C1=CC=C(C=C1)C(O)=O","-","R932908","M18258","-","-","4-T-BUTYLBENZOICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.39","Log unit","4.39","Log unit","OC(=O)c1ccc(cc1)C(C)(C)C","4.31","Log unit","0","4.2199","Log unit","","","-","-","KDVYCTOWXSLNNI-UHFFFAOYSA"
"CC(C)(C)C1=CC=C(CC(O)=O)C=C1","-","R932909","M37796","-","-","4-T-BUTYLPHENYLACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.42","Log unit","4.42","Log unit","OC(=O)Cc1ccc(cc1)C(C)(C)C","4.38","Log unit","0","4.8382","Log unit","","","-","-","RUAYXHSDAMWEDR-UHFFFAOYSA"
